Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Temperature (C)
0.0087464039970655,-0.7876923461914062,-9.634267480468749,1.2282254516601563,0,0,0,0
0.010519381001358852,-0.7852981445312499,-9.6917283203125,1.3168109130859373,0,0,0,0
0.012111748990719207,-0.8164227661132812,-9.64623848876953,1.3335703247070312,0,0,0,0
0.013421064999420196,-0.9002198242187499,-9.636661682128906,1.3048399047851562,0,0,0,0
0.014545624988386407,-0.8762778076171874,-9.603142858886718,1.3383587280273437,0,0,0,0
0.015661035999073647,-0.8954314208984374,-9.588777648925781,1.3479355346679687,0,0,0,0
0.016840946991578676,-0.8690952026367187,-9.595960253906249,1.2952630981445312,0,0,0,0
0.018073782994179055,-0.8595183959960937,-9.567229833984374,1.2617442749023438,0,0,0,0
0.01931332200183533,-0.7493851196289062,-9.595960253906249,1.2737152832031249,0,0,0,0
0.02055086099426262,-0.7565677246093749,-9.643844287109374,1.3096283081054687,0,0,0,0
0.021742641998571344,-0.7948749511718749,-9.593566052246093,1.2904746948242187,0,0,0,0
0.023074291995726526,-0.8116343627929687,-9.694122521972655,1.2952630981445312,0,0,0,0
0.024309535001521,-0.8283937744140625,-9.658209497070311,1.3575123413085937,0,0,0,0
0.025401519989827648,-0.8714894042968749,-9.629479077148437,1.350329736328125,0,0,0,0
0.02647450599761214,-0.9457096557617187,-9.617508068847656,1.4053963745117186,0,0,0,0
0.027546825993340462,-0.8786720092773437,-9.600748657226562,1.465251416015625,0,0,0,0
0.028735883999615908,-0.8044517578125,-9.622296472167967,1.3072341064453123,0,0,0,0
0.029960330997710116,-0.8212111694335937,-9.643844287109374,1.3575123413085937,0,0,0,0
0.031129463997785933,-0.7948749511718749,-9.576806640625,1.3096283081054687,0,0,0,0
0.03223830199567601,-0.7709329345703124,-9.636661682128906,1.20667763671875,0,0,0,0
0.033310194994555786,-0.7852981445312499,-9.696516723632811,1.2713210815429687,0,0,0,0
0.034383143996819854,-0.833182177734375,-9.720458740234374,1.3215993164062498,0,0,0,0
0.03558086899283808,-0.8595183959960937,-9.665392102050781,1.2808978881835937,0,0,0,0
0.03672727999219205,-0.82360537109375,-9.689334118652344,1.3215993164062498,0,0,0,0
0.037812302995007485,-0.8188169677734375,-9.648632690429688,1.3311761230468748,0,0,0,0
0.038881640997715294,-0.8643067993164062,-9.579200842285156,1.3431471313476562,0,0,0,0
0.03996512699814048,-0.8954314208984374,-9.545682019042967,1.37906015625,0,0,0,0
0.04114477799157612,-0.8690952026367187,-9.593566052246093,1.2880804931640624,0,0,0,0
0.04237450299842749,-0.8164227661132812,-9.564835632324218,1.2641384765625,0,0,0,0
0.04353032099606935,-0.7924807495117187,-9.574412438964844,1.2808978881835937,0,0,0,0
0.04468225099844858,-0.7948749511718749,-9.605537060546874,1.3000515014648437,0,0,0,0
0.04575532898888923,-0.8044517578125,-9.643844287109374,1.3120225097656248,0,0,0,0
0.04684716698830016,-0.8164227661132812,-9.643844287109374,1.3311761230468748,0,0,0,0
0.04803017000085674,-0.8810662109374999,-9.655815295410155,1.3263877197265623,0,0,0,0
0.049208450989681296,-0.8906430175781249,-9.64623848876953,1.3024457031249999,0,0,0,0
0.05031121399952099,-0.9050082275390624,-9.634267480468749,1.4221557861328125,0,0,0,0
0.05141045899654273,-0.8044517578125,-9.576806640625,1.4221557861328125,0,0,0,0
0.05252387099608313,-0.8116343627929687,-9.588777648925781,1.3287819213867187,0,0,0,0
0.053704428995843045,-0.8212111694335937,-9.564835632324218,1.3024457031249999,0,0,0,0
0.05490072899556253,-0.82360537109375,-9.643844287109374,1.2521674682617188,0,0,0,0
0.05603673199948389,-0.82360537109375,-9.670180505371093,1.2713210815429687,0,0,0,0
0.05712093999318313,-0.7517793212890624,-9.677363110351562,1.2497732666015624,0,0,0,0
0.05820224099443294,-0.8092401611328125,-9.710881933593749,1.3096283081054687,0,0,0,0
0.0592838570009917,-0.8714894042968749,-9.65342109375,1.3766659545898436,0,0,0,0
0.060506543988594785,-0.9074024291992187,-9.651026892089844,1.3335703247070312,0,0,0,0
0.06172471398895141,-0.9121908325195311,-9.598354455566406,1.2425906616210938,0,0,0,0
0.06287397599953692,-0.8690952026367187,-9.588777648925781,1.3311761230468748,0,0,0,0
0.06396618399594445,-0.8044517578125,-9.543287817382812,1.2880804931640624,0,0,0,0
0.06505142999230884,-0.8667010009765624,-9.545682019042967,1.3096283081054687,0,0,0,0
0.06626456198864616,-0.8044517578125,-9.591171850585937,1.2808978881835937,0,0,0,0
0.06754595298843924,-0.7350199096679687,-9.603142858886718,1.3000515014648437,0,0,0,0
0.06874501099810004,-0.7613561279296874,-9.634267480468749,1.3000515014648437,0,0,0,0
0.06989866300136782,-0.8116343627929687,-9.775525378417969,1.3096283081054687,0,0,0,0
0.07109009199484717,-0.8188169677734375,-9.598354455566406,1.3383587280273437,0,0,0,0
0.07222098400234245,-0.8882488159179687,-9.629479077148437,1.3407529296874998,0,0,0,0
0.07341041299514472,-0.8978256225585937,-9.674968908691406,1.2713210815429687,0,0,0,0
0.07463682298839558,-0.8762778076171874,-9.574412438964844,1.2282254516601563,0,0,0,0
0.07643007799924817,-0.7733271362304687,-9.583989245605467,1.3646949462890625,0,0,0,0
0.07783874399319757,-0.814028564453125,-9.495403784179686,1.3814543579101561,0,0,0,0
0.07895154500147328,-0.8451531860351562,-9.622296472167967,1.35990654296875,0,0,0,0
0.08005008599138819,-0.7134720947265625,-9.629479077148437,1.3383587280273437,0,0,0,0
0.08152680700004566,-0.814028564453125,-9.619902270507811,1.3431471313476562,0,0,0,0
0.08285014198918361,-0.9074024291992187,-9.509768994140625,1.3263877197265623,0,0,0,0
0.08416814298834652,-1.0654197387695312,-9.651026892089844,1.3144167114257812,0,0,0,0
0.0854425339930458,-0.8882488159179687,-9.60793126220703,1.3239935180664062,0,0,0,0
0.08653979799419176,-0.8786720092773437,-9.548076220703125,1.3623007446289062,0,0,0,0
0.08792968699708581,-0.8667010009765624,-9.6151138671875,1.2976572998046874,0,0,0,0
0.08940681599779055,-0.852335791015625,-9.572018237304688,1.254561669921875,0,0,0,0
0.0905243379966123,-0.7685387329101562,-9.631873278808593,1.2976572998046874,0,0,0,0
0.09163471299689263,-0.7709329345703124,-9.65342109375,1.3623007446289062,0,0,0,0
0.09272258699638769,-0.8188169677734375,-9.672574707031249,1.3120225097656248,0,0,0,0
0.09428789999219589,-0.852335791015625,-9.624690673828125,1.3670891479492187,0,0,0,0
0.09609780299069826,-0.8954314208984374,-9.605537060546874,1.3742717529296875,0,0,0,0
0.09723423200193793,-0.8810662109374999,-9.574412438964844,1.3215993164062498,0,0,0,0
0.09832466299121734,-0.8978256225585937,-9.572018237304688,1.3311761230468748,0,0,0,0
0.10036328400019556,-0.8643067993164062,-9.516951599121093,1.3407529296874998,0,0,0,0
0.10174154400010593,-0.8283937744140625,-9.622296472167967,1.2928688964843749,0,0,0,0
0.10284445498837158,-0.833182177734375,-9.591171850585937,1.407790576171875,0,0,0,0
