Times,Accel X1,Accel Y1,Accel Z1,Accel X2,Accel Y2,Accel Z2
0.00010351800301577896,0,0,1.2689268798828124,0,0,0.6125
0.0035736100035137497,0,0,1.5011644409179687,0,0,0.765625
0.007961414001329103,0,0,1.3407529296874998,0,0,0.9187500000000001
0.011352970002917573,0,0,1.2617442749023438,0,0,832.69375
0.015095282000402221,0,0,1.22583125,0,0,1.0718750000000001
0.01853902200309676,0,0,1.3766659545898436,0,0,0.765625
0.02204302200334496,0,0,1.388636962890625,0,0,1.0718750000000001
0.02571881500261952,0,0,1.3527239379882812,0,0,0.765625
0.02928107300249394,0,0,1.1707646118164061,0,0,0.30625
0.033025736000126926,0,0,1.5227122558593749,0,0,0.45937500000000003
0.03656293900348828,0,0,1.5921441040039062,0,0,0.8421875000000001
0.040125882002030266,0,0,1.4341267944335936,0,0,0.8421875000000001
0.04372984300061944,0,0,1.3407529296874998,0,0,0.765625
0.047239768002327764,0,0,1.4149731811523436,0,0,1.1484375
0.050746341003105044,0,0,1.1611878051757811,0,0,0.6125
0.054788501001894474,0,0,1.5442600708007812,0,0,0.8421875000000001
0.058495072000368964,0,0,1.3024457031249999,0,0,0.6890625
0.061920572003145935,0,0,1.4604630126953124,0,0,0.9187500000000001
0.06522327800121275,0,0,1.3958195678710936,0,0,0.9953125
0.06797797000035644,0,0,1.24498486328125,0,0,1.378125
0.07073645900163683,0,0,1.0941501586914062,0,0,0.6125
0.07356742800038774,0,0,1.3144167114257812,0,0,0.5359375000000001
0.07630817600147566,0,0,1.3311761230468748,0,0,1.0718750000000001
0.07910177600206225,0,0,1.35990654296875,0,0,0.5359375000000001
0.08232374100043671,0,0,1.2880804931640624,0,0,1.4546875000000001
0.08534017100100755,0,0,1.4173673828125,0,0,0.8421875000000001
0.08827623200340895,0,0,1.3000515014648437,0,0,1.6843750000000002
0.09108846100207302,0,0,1.3048399047851562,0,0,0.6125
0.09450768400347442,0,0,1.455674609375,0,0,0.9953125
0.0973338750009134,0,0,1.6711527587890624,0,0,0.6890625
0.10088189300222439,0,0,1.3311761230468748,0,0,0.765625
0.10365149200151791,0,0,1.4149731811523436,0,0,0.22968750000000002
0.1068590499999118,0,0,1.369483349609375,0,0,1.3015625000000002
0.10972346400012611,0,0,1.3263877197265623,0,0,0.45937500000000003
0.11301020600149059,0,0,1.3311761230468748,0,0,1.7609375
0.11584960100299213,0,0,1.484405029296875,0,0,0.6125
0.11935954500222579,0,0,1.2521674682617188,0,0,0.6890625
