Time (s),Accel X1,Accel Y1,Accel Z1,Accel X2,Accel Y2,Accel Z2
0.0001184800003102282,0,0,1.0893617553710937,0,0,0.8421875000000001
0.004187194001133321,0,0,1.2497732666015624,0,0,0.9187500000000001
0.00822868600153015,0,0,1.4221557861328125,0,0,0.9187500000000001
0.012235845000759582,0,0,1.4173673828125,0,0,832.6171875000001
0.016286114001559326,0,0,1.2880804931640624,0,0,1.0718750000000001
0.020758787000886514,0,0,1.1228805786132812,0,0,0.45937500000000003
0.02508336800019606,0,0,1.3742717529296875,0,0,0.765625
0.02925669200158154,0,0,1.446097802734375,0,0,0.8421875000000001
0.03377797400025884,0,0,1.2378022583007813,0,0,0.5359375000000001
0.038058908001403324,0,0,1.3838485595703125,0,0,0.6890625
0.04220545400130504,0,0,1.4724340209960938,0,0,-9.340625000000001
0.04614172500077984,0,0,1.3359645263671873,0,0,1.0718750000000001
0.050219643000673386,0,0,1.2425906616210938,0,0,0.8421875000000001
0.05522086400014814,0,0,1.4149731811523436,0,0,0.3828125
0.05931176300146035,0,0,1.3192051147460937,0,0,0.5359375000000001
0.06352514200079895,0,0,1.2880804931640624,0,0,0.9187500000000001
0.06761107800048194,0,0,1.8100164550781248,0,0,0.9187500000000001
0.07174051299989515,0,0,1.3646949462890625,0,0,1.53125
0.07591694800066762,0,0,1.3072341064453123,0,0,0.8421875000000001
0.07996360600009211,0,0,1.3215993164062498,0,0,0.5359375000000001
0.08402556100008951,0,0,1.448492004394531,0,0,0.45937500000000003
0.08797079500072869,0,0,1.5298948608398437,0,0,0.8421875000000001
0.09275546300159476,0,0,1.4963760375976562,0,0,0.5359375000000001
0.09695400900091045,0,0,1.5873557006835937,0,0,0.5359375000000001
0.10123742399991897,0,0,1.1133037719726562,0,0,0.6125
0.10449457300092035,0,0,1.5059528442382812,0,0,1.6843750000000002
0.10724137600118411,0,0,1.697488977050781,0,0,1.225
0.10992469800112303,0,0,1.2880804931640624,0,0,0.9187500000000001
0.11255737200008298,0,0,1.426944189453125,0,0,1.6078125
0.11566378200041072,0,0,1.3311761230468748,0,0,1.0718750000000001
0.11846902800061798,0,0,1.5107412475585937,0,0,0.5359375000000001
0.12108742500095104,0,0,1.216254443359375,0,0,0.8421875000000001
0.12383976400087704,0,0,1.254561669921875,0,0,-852.8296875000001
0.12646582800152828,0,0,1.2473790649414063,0,0,0.6890625
0.12922190800054523,0,0,1.2401964599609374,0,0,0.6890625
0.13189793300080055,0,0,1.1875240234375,0,0,0.9187500000000001
0.1346213289998559,0,0,1.4867992309570313,0,0,1.6843750000000002
0.1371900780013675,0,0,1.637633935546875,0,0,1.0718750000000001
0.13997660200038808,0,0,1.5251064575195312,0,0,1.225
0.1428380150009616,0,0,1.47482822265625,0,0,1.53125
0.14559468800143804,0,0,1.4532804077148436,0,0,0.3828125
0.14899759400032053,0,0,1.3072341064453123,0,0,0.8421875000000001
0.1521011519998865,0,0,1.3623007446289062,0,0,0.3828125
0.15496576800069306,0,0,1.2569558715820313,0,0,0.30625
0.15801727100006246,0,0,1.4891934326171874,0,0,0.9187500000000001
0.1609133500005555,0,0,1.369483349609375,0,0,0.3828125
0.16384861300139164,0,0,1.3144167114257812,0,0,832.69375
0.16671880400099326,0,0,1.3120225097656248,0,0,1.0718750000000001
0.17034130000138248,0,0,1.2401964599609374,0,0,0.9187500000000001
0.1732622680010536,0,0,1.484405029296875,0,0,1.1484375
0.17710179900132061,0,0,1.6065093139648436,0,0,1.0718750000000001
0.18047679800110927,0,0,1.2808978881835937,0,0,0.5359375000000001
0.1837140770003316,0,0,1.5203180541992187,0,0,1.225
0.18715914899985364,0,0,1.5682020874023437,0,0,1.225
0.19004589500036673,0,0,1.3479355346679687,0,0,1.225
0.19293317700066837,0,0,1.4101847778320311,0,0,1.378125
0.19576849700024468,0,0,1.3958195678710936,0,0,1.1484375
0.1988830180016521,0,0,1.3958195678710936,0,0,0.9187500000000001
0.20187337400057004,0,0,1.1468225952148436,0,0,0.6890625
0.20474843400006648,0,0,1.467645617675781,0,0,1.53125
0.20737394200114068,0,0,1.5131354492187499,0,0,1.1484375
0.20995796900024288,0,0,1.2880804931640624,0,0,0.3828125
0.21268056799999613,0,0,1.4867992309570313,0,0,0.6890625
0.21544894399994519,0,0,1.4245499877929686,0,0,0.153125
0.21807841500049108,0,0,1.5562310791015623,0,0,0.9187500000000001
0.22099173400056316,0,0,1.3431471313476562,0,0,0.9953125
0.22431941900140373,0,0,1.4173673828125,0,0,1.1484375
0.2273355890010862,0,0,1.6304513305664061,0,0,1.1484375
0.22992424500080233,0,0,1.2713210815429687,0,0,0.9187500000000001
0.23254014200028905,0,0,1.438915197753906,0,0,0.6125
0.2353766659998655,0,0,1.5011644409179687,0,0,0.45937500000000003
0.23805793200153857,0,0,1.5251064575195312,0,0,0.30625
0.24094097400120518,0,0,1.2713210815429687,0,0,0.6125
0.24354835200028901,0,0,1.3551181396484375,0,0,1.0718750000000001
0.24633830300081172,0,0,1.3263877197265623,0,0,0.9953125
0.24912242000027618,0,0,1.2473790649414063,0,0,0.6890625
0.25250906700057385,0,0,1.3862427612304686,0,0,0.6890625
0.2556368650002696,0,0,1.37906015625,0,0,0.9187500000000001
0.25907579000158876,0,0,1.2856862915039062,0,0,0.9187500000000001
0.26170316800016735,0,0,1.1324573852539062,0,0,0.6890625
0.2642826020000939,0,0,1.4173673828125,0,0,0.0
0.2668886660012504,0,0,1.5298948608398437,0,0,0.6890625
0.2694020080016344,0,0,1.2689268798828124,0,0,0.45937500000000003
0.27180381400103215,0,0,1.189918225097656,0,0,0.8421875000000001
0.2745498950007459,0,0,1.3814543579101561,0,0,0.9953125
0.27711021800132585,0,0,1.4891934326171874,0,0,0.765625
0.2797616330008168,0,0,1.350329736328125,0,0,0.6125
0.2823684930008312,0,0,1.3144167114257812,0,0,0.6125
0.2848787050006649,0,0,1.4820108276367188,0,0,1.7609375
0.2874699910007621,0,0,1.4221557861328125,0,0,0.45937500000000003
0.28998183400108246,0,0,1.2521674682617188,0,0,0.9187500000000001
0.29273378400102956,0,0,1.2808978881835937,0,0,0.30625
0.2952775150006346,0,0,1.5418658691406248,0,0,0.9187500000000001
0.29788583800109336,0,0,1.4891934326171874,0,0,1.1484375
0.3005637710011797,0,0,1.4700398193359374,0,0,0.8421875000000001
0.30315177900047274,0,0,1.4006079711914061,0,0,0.9187500000000001
0.3056007890008914,0,0,1.5227122558593749,0,0,0.22968750000000002
0.308209982000335,0,0,1.5346832641601562,0,0,0.8421875000000001
