Time (s),Accel X1,Accel Y1,Accel Z1,Gyro X,Gyro Y,Gyro Z,Temperature (C),Accel X2,Accel Y2,Accel Z2
0.015330110996728763,9.289502441406249,-3.497928625488281,1.5275006591796874,230,-30,14
0.052887018013279885,9.404424121093749,-3.6296097167968746,1.3527239379882812,28,8,10
0.08812891400884837,9.354145886230468,-3.5434184570312497,1.4820108276367188,14,-8,30
0.12330908700823784,9.22485899658203,-3.584119885253906,1.3359645263671873,8,-34,26
0.16217734999372624,9.595960253906249,-3.5122938354492184,1.3263877197265623,248,230,10
0.20121353800641373,9.203311181640624,-3.517082238769531,1.5729904907226562,2,-2,14
0.23940725301508792,9.356540087890625,-3.497928625488281,1.3144167114257812,209,-20,10
0.2748879409919027,9.591171850585937,-3.670311145019531,1.5251064575195312,0,-16,38
0.310495740006445,9.203311181640624,-3.2800562744140622,1.429338391113281,252,-16,8
0.34781600200221874,9.502586389160156,-3.4955344238281247,1.2713210815429687,252,254,24
0.38785275199916214,9.212887988281249,-3.9839515624999997,1.5586252807617187,22,2,22
0.42739015599363483,9.200916979980468,-3.77326181640625,1.4125789794921875,0,254,18
0.4630646019941196,9.239224206542968,-3.555389465332031,1.6256629272460936,256,-10,8
0.49940313401748426,9.483432775878907,-3.526659045410156,1.3072341064453123,8,-16,24
0.535180727019906,9.296685046386719,-3.1842882080078123,1.8243816650390623,494,242,32
0.5745173369941767,9.253589416503905,-3.4428619873046875,1.70467158203125,510,-4,14
0.6136745040130336,9.3086560546875,-3.347093920898437,1.7262193969726563,2,-256,8
0.6509197110135574,9.519345800781249,-3.6559459350585937,1.438915197753906,264,242,14
0.686687156005064,9.368511096191405,-3.2441432495117186,1.4604630126953124,248,-2,8
0.7219756620179396,9.595960253906249,-3.2225954345703123,1.3311761230468748,14,-26,28
0.7607568330131471,9.327809667968749,-3.6367923217773437,1.4053963745117186,12,-18,20
0.8001593130175024,9.299079248046874,-3.0909143432617188,1.5418658691406248,4,18,26
0.8386665059952065,9.734823950195311,-2.5857377929687497,1.429338391113281,250,8,28
