Time (s),Accel X1,Accel Y1,Accel Z1,Accel X2,Accel Y2,Accel Z2
0.00010792500688694417,0.0,0.0,0.0,0.046875,-0.015625,0.03125
0.03981860898784362,0.0,0.0,0.0,1.984375,-0.0078125,0.046875
0.07860865400289185,0.0,0.0,0.0,0.9375,-0.9765625,0.046875
0.11606200798996724,0.0,0.0,0.0,0.0,-1.0,0.109375
0.15136657099355944,0.0,0.0,0.0,1.0078125,-0.109375,0.03125
0.18661955901188776,0.0,0.0,0.0,1.9375,-0.109375,0.125
0.22439661499811336,0.0,0.0,0.0,0.0,-0.015625,0.046875
0.2632823809981346,0.0,0.0,0.0,0.0,-0.046875,0.03125
0.30231271899538115,0.0,0.0,0.0,1.03125,-0.078125,0.0859375
0.33746111701475456,0.0,0.0,0.0,0.9609375,-0.09375,0.09375
0.3730471390008461,0.0,0.0,0.0,1.9765625,-1.0,0.046875
0.4088581590040121,0.0,0.0,0.0,1.0,-0.078125,0.046875
0.4480740140134003,0.0,0.0,0.0,1.1171875,-0.09375,0.1484375
0.48722851800266653,0.0,0.0,0.0,0.0,-0.0390625,0.0625
0.535987423005281,0.0,0.0,0.0,0.9609375,-1.0,0.0546875
0.5710217290034052,0.0,0.0,0.0,1.03125,0.9609375,0.125
0.6062081810086966,0.0,0.0,0.0,1.0078125,-0.078125,0.1015625
0.6385228479921352,0.0,0.0,0.0,1.9453125,-0.0546875,0.03125
0.6708163490111474,0.0,0.0,0.0,1.9921875,-0.109375,0.078125
0.7028220380016137,0.0,0.0,0.0,1.03125,-0.0078125,0.078125
0.7381139149947558,0.0,0.0,0.0,0.0703125,-0.015625,0.09375
0.7733636810153257,0.0,0.0,0.0,0.0859375,-0.0625,0.015625
0.8088564820063766,0.0,0.0,0.0,1.0546875,-0.1328125,0.0078125
0.8479175610118546,0.0,0.0,0.0,0.0,0.96875,0.03125
0.8869753069884609,0.0,0.0,0.0,0.9765625,-0.015625,0.03125
0.9262129400158301,0.0,0.0,0.0,1.9375,-0.0390625,0.1015625
0.9650566320051439,0.0,0.0,0.0,0.90625,-1.0,0.09375
1.004118988988921,0.0,0.0,0.0,1.9375,-0.09375,0.046875
1.0435716380015947,0.0,0.0,0.0,0.96875,-0.09375,0.03125
1.0827402719878592,0.0,0.0,0.0,0.9921875,0.859375,0.046875
1.1154184170009103,0.0,0.0,0.0,1.9921875,-0.1015625,0.078125
1.1329460139968432,0.0,0.0,0.0,0.9609375,-0.03125,0.0234375
1.1503739079926163,0.0,0.0,0.0,0.0,-1.0,0.125
1.1679828939959407,0.0,0.0,0.0,1.0,-0.078125,0.09375
1.1854189549922012,0.0,0.0,0.0,1.09375,0.921875,0.0703125
1.203132013004506,0.0,0.0,0.0,1.0390625,-0.046875,0.078125
1.2207289430079982,0.0,0.0,0.0,1.0703125,-0.0390625,0.1015625
1.238268262008205,0.0,0.0,0.0,0.9765625,-0.046875,0.125
1.255770396994194,0.0,0.0,0.0,0.0078125,-0.078125,0.0
1.2731980319949798,0.0,0.0,0.0,1.0078125,-0.1171875,0.1171875
1.2907578320009634,0.0,0.0,0.0,1.0,0.921875,0.1328125
1.308336688001873,0.0,0.0,0.0,1.0703125,-0.0078125,0.1171875
1.3260626909905113,0.0,0.0,0.0,1.03125,-0.03125,0.109375
1.3435953989974223,0.0,0.0,0.0,1.046875,-0.1015625,0.03125
1.3611801440129057,0.0,0.0,0.0,0.0859375,-0.0546875,0.0390625
1.3786962410085835,0.0,0.0,0.0,0.0859375,-0.0625,0.15625
1.3962877079902682,0.0,0.0,0.0,0.078125,0.890625,0.15625
1.413761509989854,0.0,0.0,0.0,1.96875,-0.03125,0.0625
1.4313070329953916,0.0,0.0,0.0,0.03125,-0.015625,0.0625
1.4488847400061786,0.0,0.0,0.0,0.078125,-0.1015625,0.046875
1.4663541899935808,0.0,0.0,0.0,0.96875,-0.03125,0.15625
1.483875342993997,0.0,0.0,0.0,0.109375,-0.984375,0.078125
1.501718104002066,0.0,0.0,0.0,1.0703125,0.0,0.046875
1.5195570309879258,0.0,0.0,0.0,0.0546875,-0.1171875,0.03125
1.5370725539978594,0.0,0.0,0.0,0.0,-0.03125,0.109375
1.5545342080004048,0.0,0.0,0.0,0.046875,-0.109375,0.1328125
1.5720608420087956,0.0,0.0,0.0,0.96875,0.890625,0.0078125
1.589737641013926,0.0,0.0,0.0,1.015625,-0.1015625,0.1328125
1.6072858679981437,0.0,0.0,0.0,1.046875,-0.0859375,0.1328125
1.62479611299932,0.0,0.0,0.0,1.015625,0.9140625,0.0625
1.6424230799893849,0.0,0.0,0.0,1.015625,-0.0546875,0.1796875
1.659944787999848,0.0,0.0,0.0,0.96875,-0.96875,0.03125
1.6778548260044772,0.0,0.0,0.0,1.078125,-0.0234375,0.90625
1.6954716260079294,0.0,0.0,0.0,1.03125,0.8515625,-0.9453125
1.7129832789942157,0.0,0.0,0.0,1.0546875,0.9375,0.1015625
1.7305465610115789,0.0,0.0,0.0,0.921875,-0.09375,0.1875
1.748283415014157,0.0,0.0,0.0,0.09375,-0.0390625,0.125
1.7658903450064827,0.0,0.0,0.0,1.125,-0.015625,0.078125
1.783361091016559,0.0,0.0,0.0,0.0703125,-0.09375,0.015625
1.801202111004386,0.0,0.0,0.0,1.2265625,-0.03125,0.03125
1.8188580950081814,0.0,0.0,0.0,1.1875,-0.0546875,0.046875
1.8363681560149416,0.0,0.0,0.0,1.203125,0.9140625,0.109375
1.8543046189879533,0.0,0.0,0.0,0.0234375,-0.1328125,0.125
1.8718121240090113,0.0,0.0,0.0,0.015625,0.8671875,0.125
1.8893580909934826,0.0,0.0,0.0,0.9765625,0.953125,-0.953125
1.9068278740160167,0.0,0.0,0.0,1.9453125,0.0546875,0.0234375
1.9243717300123535,0.0,0.0,0.0,1.0390625,-0.8984375,0.0625
1.942069343989715,0.0,0.0,0.0,0.140625,-0.125,0.1015625
1.9595319610089064,0.0,0.0,0.0,0.015625,-0.2265625,0.125
1.977067428000737,0.0,0.0,0.0,0.9921875,0.8671875,0.0859375
1.9945904510095716,0.0,0.0,0.0,1.890625,0.0234375,0.03125
2.012039511988405,0.0,0.0,0.0,1.8984375,-0.984375,0.0859375
2.029494035989046,0.0,0.0,0.0,0.9921875,-0.140625,0.0625
2.047160262009129,0.0,0.0,0.0,0.0625,-0.203125,0.1328125
2.0646991550165694,0.0,0.0,0.0,0.9921875,0.8828125,0.1171875
2.0821844929887448,0.0,0.0,0.0,1.9375,0.90625,0.078125
2.099744961014949,0.0,0.0,0.0,1.0,0.1171875,0.9140625
2.117292984010419,0.0,0.0,0.0,0.0546875,-0.7265625,0.0
2.135054651997052,0.0,0.0,0.0,0.0,-0.2109375,0.0859375
2.1526301570120268,0.0,0.0,0.0,0.1484375,0.8203125,-0.859375
2.1701438649906777,0.0,0.0,0.0,1.921875,0.8984375,0.078125
2.1876279629941564,0.0,0.0,0.0,0.8984375,-0.90625,0.078125
2.2051468930148985,0.0,0.0,0.0,1.15625,-0.9453125,0.140625
2.2227363050042186,0.0,0.0,0.0,0.046875,-0.140625,0.0859375
2.2404804739926476,0.0,0.0,0.0,0.0234375,0.8828125,0.125
2.2579458309919573,0.0,0.0,0.0,0.90625,-1.0,0.0234375
2.2754628350085113,0.0,0.0,0.0,0.0,0.0,0.9296875
2.293013618007535,0.0,0.0,0.0,1.0546875,-0.984375,0.96875
2.3105611219943967,0.0,0.0,0.0,0.046875,-0.140625,0.1640625
2.328087645000778,0.0,0.0,0.0,0.0546875,0.7734375,0.15625
2.345748148014536,0.0,0.0,0.0,0.9765625,0.90625,0.1640625
2.3632275240088347,0.0,0.0,0.0,1.8671875,-0.0078125,0.1328125
2.3807065289875027,0.0,0.0,0.0,1.1875,-0.0625,0.109375
2.398280180990696,0.0,0.0,0.0,1.0234375,-0.0234375,0.1171875
