Time,AccelX1,AccelY1,AccelZ1,AccelX2,AccelY2,AccelZ2
5.0000089686363935e-06,0,0,1.4125789794921875,0,0,0.45864
0.003645811986643821,0,0,1.2928688964843749,0,0,1.07016
0.007412751991068944,0,0,1.3072341064453123,0,0,0.84084
0.010984489985276014,0,0,1.1109095703125,0,0,0.99372
0.014506859006360173,0,0,1.2785036865234374,0,0,0.15288000000000002
0.018027431011432782,0,0,1.47482822265625,0,0,1.2230400000000001
0.021589910000329837,0,0,1.1156979736328125,0,0,0.45864
0.025695716991322115,0,0,1.3263877197265623,0,0,1.07016
0.02923704800195992,0,0,1.4437036010742186,0,0,0.30576000000000003
0.03284284198889509,0,0,1.1109095703125,0,0,0.6115200000000001
0.036370210989844054,0,0,1.2832920898437499,0,0,0.68796
0.03988833900075406,0,0,1.4772224243164063,0,0,0.84084
0.04340735499863513,0,0,1.0726023437499999,0,0,0.7644
0.046922817011363804,0,0,1.4820108276367188,0,0,0.91728
0.050440536986570805,0,0,1.5035586425781249,0,0,0.99372
0.05410781200043857,0,0,1.3239935180664062,0,0,0.45864
0.057782807998592034,0,0,1.3575123413085937,0,0,0.91728
0.06138919500517659,0,0,1.1085153686523437,0,0,0.53508
0.06491448899032548,0,0,1.2785036865234374,0,0,1.5288
0.06893166698864661,0,0,1.37906015625,0,0,0.6115200000000001
0.0725239790044725,0,0,1.149216796875,0,0,0.6115200000000001
0.07604588501271792,0,0,1.3407529296874998,0,0,9.47856
0.07989189799991436,0,0,1.4413093994140624,0,0,0.91728
0.08311352899181657,0,0,1.24498486328125,0,0,1.1465999999999998
0.08623006899142638,0,0,1.24498486328125,0,0,0.68796
0.08935040500364266,0,0,1.4915876342773438,0,0,0.6115200000000001
0.09246725999400951,0,0,1.1923124267578125,0,0,0.3822
0.09563481798977591,0,0,1.0941501586914062,0,0,0.3822
0.09882004201062955,0,0,1.446097802734375,0,0,0.91728
0.10195293300785124,0,0,1.599326708984375,0,0,0.99372
0.10506380599690601,0,0,1.20667763671875,0,0,0.99372
0.10816886500106193,0,0,1.3072341064453123,0,0,1.07016
0.11128720099804923,0,0,1.4053963745117186,0,0,0.45864
0.11440498099545948,0,0,1.2138602416992186,0,0,0.45864
0.11755557599826716,0,0,1.1731588134765625,0,0,20
0.1206744119990617,0,0,1.350329736328125,0,0,0.91728
0.12381835898850113,0,0,1.0821791503906248,0,0,0.84084
0.12693900999147445,0,0,1.2641384765625,0,0,1.37592
0.13005679100751877,0,0,1.37906015625,0,0,0.68796
0.13317162700695917,0,0,1.3551181396484375,0,0,1.1465999999999998
0.13628803699975833,0,0,1.3766659545898436,0,0,0.7644
0.13940929900854826,0,0,1.2928688964843749,0,0,0.53508
0.14252645001397468,0,0,1.47482822265625,0,0,0.3822
0.1456443780043628,0,0,1.1827356201171875,0,0,0.7644
0.14875828800722957,0,0,1.3120225097656248,0,0,0.53508
0.1518741059990134,0,0,1.2330138549804688,0,0,1.07016
0.15499223800725304,0,0,1.2401964599609374,0,0,0.7644
0.15810966701246798,0,0,1.2282254516601563,0,0,1.2994800000000002
0.16122296600951813,0,0,1.4245499877929686,0,0,0.45864
0.16433911700733006,0,0,1.1420341918945311,0,0,0.22932
0.1674873600131832,0,0,1.3623007446289062,0,0,0.45864
0.1706197139865253,0,0,1.4173673828125,0,0,1.07016
0.17373929099994712,0,0,1.448492004394531,0,0,1.07016
0.1768566090031527,0,0,1.1133037719726562,0,0,0.84084
0.1800113329954911,0,0,1.3144167114257812,0,0,0.84084
0.18312742898706347,0,0,1.47482822265625,0,0,0.30576000000000003
0.18624483898747712,0,0,1.3623007446289062,0,0,0.3822
0.189360601012595,0,0,1.3144167114257812,0,0,0.22932
0.19247664100839756,0,0,1.1444283935546875,0,0,0.7644
0.19561360598891042,0,0,1.2210428466796874,0,0,0.68796
0.1987308120005764,0,0,1.369483349609375,0,0,1.07016
0.20184768599574454,0,0,1.5035586425781249,0,0,0.84084
0.20496118799201213,0,0,1.1755530151367186,0,0,0.68796
0.20807674698880874,0,0,1.3024457031249999,0,0,0.6115200000000001
0.2111925090139266,0,0,1.5298948608398437,0,0,0.3822
0.21431075199507177,0,0,1.5729904907226562,0,0,0.53508
0.21742764400551096,0,0,1.1252747802734375,0,0,0.68796
0.22056257200893015,0,0,1.350329736328125,0,0,0.91728
